course_title	url	level	main_subject	specific_subject
Typographic Poster Design - From Sketch to Vector	https://www.udemy.com/typographic-poster-design-from-sketch-to-vector/	Intermediate Level	Graphic Design	Drawing
"Make Money With Photoshop: Logos, Business Cards & Brochures"	https://www.udemy.com/make-money-with-photoshop-logos-business-cards-brochures/	All Levels	Graphic Design	Freelance
Photoshop the Art of Clipart	https://www.udemy.com/photoshop-the-art-of-clipart/	Beginner Level	Graphic Design	Photoshop
Adobe Illustrator Creative Cloud:  Mastering the Upgrades	https://www.udemy.com/learn-illustrator-cc-updates/	Intermediate Level	Graphic Design	Illustrator
Illustrator 101: Learn Quickly and Easily to create Artwork	https://www.udemy.com/make-money-freelancing-after-this-illustrator-course/	All Levels	Graphic Design	Illustrator
Easy Steps To Become A Photoshop Expert	https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/	All Levels	Graphic Design	Photoshop
Intro to Adobe Illustrator	https://www.udemy.com/intro-to-adobe-illustrator/	Beginner Level	Graphic Design	Illustrator
"How to Fix Common Branding Mistakes, for Graphic Designers"	https://www.udemy.com/how-to-fix-common-branding-mistakes-for-graphic-designers/	Intermediate Level	Graphic Design	Freelance
Mind-Blowing Photoshop: Master Skills Season 1	https://www.udemy.com/mind-blowing-photoshop-master-skills-season-1/	All Levels	Graphic Design	Photoshop
Architectural Drawing For Creatives	https://www.udemy.com/architectural-drawing-for-website-and-logo-designers/	All Levels	Graphic Design	Drawing
Adobe Photoshop (Complete Beginner)	https://www.udemy.com/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/	Beginner Level	Graphic Design	Photoshop
Character Design	https://www.udemy.com/character-design/	Intermediate Level	Graphic Design	Drawing
Icon Design Masterclass: Learn Icon Design Principles	https://www.udemy.com/icon-design-masterclass-learn-icon-design-principles/	Beginner Level	Graphic Design	Graphics
create stunning Photoshop compositions in minutes	https://www.udemy.com/create-impressive-photoshop-compositions-in-minutes/	All Levels	Graphic Design	Photoshop
Marvelous Logo Design	https://www.udemy.com/marvelous-logo-design/	All Levels	Graphic Design	Logo Design
Canva Complete Course For Graphics Design | 20 Projects	https://www.udemy.com/canva-course-graphics-design/	All Levels	Graphic Design	Canva
Drawing With Confidence	https://www.udemy.com/drawing-with-confidence/	All Levels	Graphic Design	Drawing
Add realistic car paint to your pencil drawing in Photoshop!	https://www.udemy.com/colorize-your-pencil-drawing-in-photoshop/	Beginner Level	Graphic Design	Photoshop
T-Shirt Sales - Merch By Amazon Profit Formula With Canva	https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/	All Levels	Graphic Design	Canva
Step by Step Gif animation in Photoshop	https://www.udemy.com/step-by-step-gif-animation-in-photoshop/	All Levels	Graphic Design	Photoshop
Adobe - Create a professional logo step-by-step (Farming)	https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-farming/	All Levels	Graphic Design	Logo Design
Adobe Illustrator CC Advanced	https://www.udemy.com/adobe-illustrator-advanced/	Beginner Level	Graphic Design	Illustrator
Mastering Realistic Real Life Drawing with Pencil	https://www.udemy.com/mastering-realistic-real-life-drawing-with-pencil/	Beginner Level	Graphic Design	Drawing
Corel Painter 2016	https://www.udemy.com/corel-painter-2016/	All Levels	Graphic Design	Corel
"Photoshop tips and tricks, how to change clothes"	https://www.udemy.com/changing-clothes-with-photoshop/	All Levels	Graphic Design	Photoshop
Adobe Photoshop CC | The Essential Guide	https://www.udemy.com/adobe-photoshop-cc-the-essential-guide/	All Levels	Graphic Design	Photoshop
Learn to Composite a 2D Action Shot in Photoshop	https://www.udemy.com/3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop/	Beginner Level	Graphic Design	Photoshop
Infographic Design: How To Create Your Own Infographic	https://www.udemy.com/infographic-design-how-to-create-your-own-infographic/	All Levels	Graphic Design	Graphics
Amazing Graphic Design for Beginners	https://www.udemy.com/amazing-graphic-design-for-beginners/	Beginner Level	Graphic Design	Graphics
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!"	https://www.udemy.com/nationalguitaracademy/	Beginner Level	Musical Instruments	Guitar
Instant Harmonica - Christmas. Play Jingle Bells Part 1 now	https://www.udemy.com/instant-harmonica-christmas-play-jingle-bells-part-1-now/	All Levels	Musical Instruments	Harmonica
Playing Piano:  Popular Pieces Vol. II	https://www.udemy.com/playing-piano-popular-pieces-volii/	Beginner Level	Musical Instruments	Piano
Ninja Chord Changes - Master your guitar chord changes	https://www.udemy.com/ninja-chord-changes/	Beginner Level	Musical Instruments	Guitar
Your First 10 Guitar Lessons - Learn how to play guitar	https://www.udemy.com/your-first-10-guitar-lessons-learn-how-to-play-guitar/	Beginner Level	Musical Instruments	Guitar
Pentatonic Scale Crash Course for Bass Guitar	https://www.udemy.com/pentatonic-scale-crash-course-for-bass-guitar/	Intermediate Level	Musical Instruments	Bass Guitar
Modal Theory for Guitar (Guitar Lessons from Lutz Academy)	https://www.udemy.com/modal-theory-for-guitar/	All Levels	Musical Instruments	Guitar
Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas	https://www.udemy.com/learn-piano-christmas-song-play-dreamy-piano-music-white-christmas/	All Levels	Musical Instruments	Piano
Learn Jazz Piano Today	https://www.udemy.com/learn-jazz-piano-with-willie-today/	All Levels	Musical Instruments	Piano
Learn To Play The Drums Without A Drum Kit	https://www.udemy.com/learn-to-play-the-drums-without-a-drum-kit/	All Levels	Musical Instruments	Drums
Learn Travis Picking From Scratch	https://www.udemy.com/learn-travis-picking-from-scratch/	Intermediate Level	Musical Instruments	Guitar
Instant Harmonica - how to get single notes in 5 easy steps	https://www.udemy.com/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/	Beginner Level	Musical Instruments	Harmonica
Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings	https://www.udemy.com/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/	All Levels	Musical Instruments	Piano
Teaching Music : Start teaching an instrument successfully.	https://www.udemy.com/teaching-piano-a-quick-guide-for-begginers/	Beginner Level	Musical Instruments	Teaching
Strumming from scratch - Rhythm guitar lesson for Beginners	https://www.udemy.com/strumming-from-scratch-rhythm-guitar-lesson-for-beginners/	Beginner Level	Musical Instruments	Guitar
Blues Guitar Lessons - From Texas To Carolina	https://www.udemy.com/jim-bruce-blues-guitar-lessons-texas-carolina/	Intermediate Level	Musical Instruments	Guitar
Instant Harmonica - play the groovy Beatles Yesterday today!	https://www.udemy.com/instant-harmonica-play-the-groovy-beatles-yesterday-today/	All Levels	Musical Instruments	Harmonica
Beginner Guitar Quick-Start Course	https://www.udemy.com/learn-guitar-in-30-minutes/	Beginner Level	Musical Instruments	Guitar
Mike G's Beginner Drum Course: Part 1	https://www.udemy.com/drumlessons/	Beginner Level	Musical Instruments	Drums
Guitar for Beginners - Learn the Basics	https://www.udemy.com/learnguitar/	Beginner Level	Musical Instruments	Guitar
How To Play The Djembe: For Beginners	https://www.udemy.com/how-to-play-the-djembe-for-beginners/	All Levels	Musical Instruments	Unique
Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials	https://www.udemy.com/blues-guitar-magic-volume-1/	All Levels	Musical Instruments	Guitar
Beginner Guitar - 38 Easy Lessons You Needs to Get Started	https://www.udemy.com/beginner-guitar-8-lessons-everyone-needs/	Beginner Level	Musical Instruments	Guitar
Bass Guitar Lessons For Beginners	https://www.udemy.com/the-music-coach-online-bass-guitar-lesson-program/	Beginner Level	Musical Instruments	Bass Guitar
Pure Pentatonic Power: Rock and Blues Guitar Soloing	https://www.udemy.com/pure-pentatonic-power-a-masterclass-in-rock-and-blues/	All Levels	Musical Instruments	Guitar
Rock Drumset Grooves: Level 1	https://www.udemy.com/rock-drumset-grooves-101/	Beginner Level	Musical Instruments	Drums
Guitar: The Next Level	https://www.udemy.com/guitar-the-next-level/	Beginner Level	Musical Instruments	Guitar
Learn to Play Euphonium: Beginner to Pro in Under Five Hours	https://www.udemy.com/beginning-euphonium/	Beginner Level	Musical Instruments	Unique
Learn Oud 1 (No Prior Music Knowledge Required!)	https://www.udemy.com/learn-oud/	Beginner Level	Musical Instruments	Unique
Instant Harmonica - play Dylan's Blowing in the Wind today!	https://www.udemy.com/instant-harmonica-play-dylans-blowing-in-the-wind-today/	All Levels	Musical Instruments	Harmonica
Improvise On The Piano In 30 Minutes	https://www.udemy.com/improvise-on-the-piano-in-30-minutes/	Beginner Level	Musical Instruments	Piano
Cajon Step-by-Step: Beginner > Intermediate > Advanced	https://www.udemy.com/cajon-step-by-step/	All Levels	Musical Instruments	Unique
Blues Guitar Lessons - Volume 2 - Slow Blues Essentials	https://www.udemy.com/blues-guitar-lessons-volume-2-slow-blues-essentials/	All Levels	Musical Instruments	Guitar
Instant Harmonica - play the gorgeous Skye Boat Song now!	https://www.udemy.com/instant-harmonica-play-the-gorgeous-skye-boat-song-now/	Beginner Level	Musical Instruments	Harmonica
Learn to Play Trombone: Go From Beginner to Pro in No Time!	https://www.udemy.com/intermediate-trombone/	All Levels	Musical Instruments	Trombone
FingerstyleGuitar by Jacques Stotzem - Basic Level	https://www.udemy.com/basic-fingerstyleguitar-jacques-stotzem/	All Levels	Musical Instruments	Guitar
Instant Harmonica - play two Star Wars themes in 30 minutes 	https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/	Beginner Level	Musical Instruments	Harmonica
Play Piano To-day! - Beginner Piano Lessons For Busy People!	https://www.udemy.com/piano-for-busy-people/	Beginner Level	Musical Instruments	Piano
Learn to Play the Flute: Beginner to Pro in Under Five Hours	https://www.udemy.com/beginnerflute/	Beginner Level	Musical Instruments	Flute
Play Piano 7: Improvise on For All We Know in F Key by Ear	https://www.udemy.com/play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear/	All Levels	Musical Instruments	Piano
World's Fastest Piano Method - The Piano Revolution!	https://www.udemy.com/decplay-the-fastest-way-to-learn-piano/	Beginner Level	Musical Instruments	Piano
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way	https://www.udemy.com/trumpet-a-beginners-guide/	Beginner Level	Musical Instruments	Trumpet
Learn to Play Clarinet: Beginner to Pro in Under Five Hours	https://www.udemy.com/clarinet-a-beginners-guide/	Beginner Level	Musical Instruments	Clarinet
"Learn To Play The Piano Using Pop, R&B and Gospel Chords"	https://www.udemy.com/learn-to-play-the-piano-using-pop-rb-and-gospel-chords/	All Levels	Musical Instruments	Piano
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key	https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/	All Levels	Musical Instruments	Teaching
Worship Piano: From Beginner to Pro	https://www.udemy.com/worship-piano-from-beginner-to-pro/	All Levels	Musical Instruments	Piano
Easy to play Christmas Songs for Guitar	https://www.udemy.com/howtoplaychristmassongsontheguitar/	All Levels	Musical Instruments	Guitar
Ultimate Blues Guitar Beginner Lessons	https://www.udemy.com/ultimate-blues-guitar-beginners-course/	Beginner Level	Musical Instruments	Guitar
How to Play Piano - Your First Lesson!	https://www.udemy.com/how-to-play-piano-course/	Beginner Level	Musical Instruments	Piano
Playing Piano : Reading and Playing Classical Tunes Vol.I	https://www.udemy.com/piano-playing-beggining-the-journey/	Beginner Level	Musical Instruments	Piano
Blues School! A Course For Beginners in Blues Piano & Improv	https://www.udemy.com/blues-piano-improvisation-amaze-yourself/	All Levels	Musical Instruments	Piano
Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells	https://www.udemy.com/learn-piano-christmas-song-2-play-dreamy-silver-bells/	All Levels	Musical Instruments	Piano
31 Day Guitar Challenge	https://www.udemy.com/31dayguitar/	Beginner Level	Musical Instruments	Teaching
Percussive Fingerstyle Guitar	https://www.udemy.com/percussive-fingerstyle-course/	Intermediate Level	Musical Instruments	Guitar
Learn to Play Saxophone: Beginner to Pro in Under Four Hours	https://www.udemy.com/saxophone-a-beginners-guide/	Beginner Level	Musical Instruments	Saxophone
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! "	https://www.udemy.com/bassguitar/	Beginner Level	Musical Instruments	Bass Guitar
Guitar Insanity Workout - Eatmystrings!	https://www.udemy.com/eatmystrings-guitar-insanity-workout/	All Levels	Musical Instruments	Teaching
Playing Piano:  Play Chords and Popular Pieces Vol.I	https://www.udemy.com/playing-piano-i-play-chords-and-popular-pieces/	Beginner Level	Musical Instruments	Piano
Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi	https://www.udemy.com/guitar-chord-riot-learn-to-play-guitar-like-a-guitar-jedi/	Intermediate Level	Musical Instruments	Guitar
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs	https://www.udemy.com/beginner-electric-guitar/	Beginner Level	Musical Instruments	Guitar
Guitar Fretboard Mastery for the Blues Guitarist	https://www.udemy.com/fretboard-mastery-for-the-blues-guitarist/	All Levels	Musical Instruments	Guitar
Quick & Easy Piano Chords: Play more songs with more chords	https://www.udemy.com/quick-and-easy-piano-chords/	Beginner Level	Musical Instruments	Piano
Instant Harmonica - play Scarborough Fair in 8 easy lectures	https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/	Beginner Level	Musical Instruments	Harmonica
Piano With Willie: Blues n' Boogie Vol. 2	https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/	Intermediate Level	Musical Instruments	Piano
Have Fun with Beginner Blues Piano	https://www.udemy.com/have-fun-with-beginner-blues-piano/	All Levels	Musical Instruments	Piano
Learn to Play Harp: Beginners Course	https://www.udemy.com/learn-to-play-harp-beginners-course/	Beginner Level	Musical Instruments	Harp
Instant Harmonica - play this classic 8 bar blues tune!	https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/	All Levels	Musical Instruments	Harmonica
Guitar Lessons - Learning The Neck - Fretboard Mastery	https://www.udemy.com/guitar-lessons-learning-the-neck-fretboard-mastery/	All Levels	Musical Instruments	Guitar
Take your double bass drum technique to the next level	https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/	Intermediate Level	Musical Instruments	Drums
How To Play The Cajon: For Beginners	https://www.udemy.com/how-to-play-the-cajon-for-beginners/	All Levels	Musical Instruments	Unique
Slide Guitar- Slide Soloing Essentials	https://www.udemy.com/slide-guitar/	All Levels	Musical Instruments	Guitar
